From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station,source_file,expected_state,date,to_date,state,city,station,month,valid_pollutant_count,has_particulate,all_pollutants_missing,record_key,Ozone_subindex_provisional,CO_subindex_provisional,SO2_subindex_provisional,NO2_subindex_provisional,PM10_subindex_provisional,PM2.5_subindex_provisional,aqi_ready_provisional,aqi_provisional
09-01-2022 00:00,10-01-2022 00:00,16.72,0.26,2.14,10.84,48.57,21.44,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-09,2022-01-10,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-09",16.72,13.0,2.6750000000000003,13.55,48.57,35.733333333333334,True,48.57
10-01-2022 00:00,11-01-2022 00:00,15.49,0.67,2.15,10.72,62.16,31.29,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-10,2022-01-11,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-10",15.49,33.5,2.6875,13.4,62.16,51.49,True,62.16
11-01-2022 00:00,12-01-2022 00:00,19.0,1.23,2.15,10.66,58.37,31.05,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-11,2022-01-12,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-11",19.0,58.077777777777776,2.6875,13.325,58.37,51.08448275862069,True,58.37
12-01-2022 00:00,13-01-2022 00:00,18.69,1.32,2.14,10.61,72.46,38.77,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-12,2022-01-13,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-12",18.69,62.977777777777774,2.6750000000000003,13.2625,72.46,64.12862068965518,True,72.46
13-01-2022 00:00,14-01-2022 00:00,19.71,1.31,2.15,10.81,73.8,32.07,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-13,2022-01-14,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-13",19.71,62.43333333333333,2.6875,13.5125,73.8,52.80793103448276,True,73.8
14-01-2022 00:00,15-01-2022 00:00,21.45,1.26,2.16,10.71,78.3,31.34,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-14,2022-01-15,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-14",21.45,59.71111111111111,2.7,13.3875,78.3,51.57448275862069,True,78.3
15-01-2022 00:00,16-01-2022 00:00,25.08,1.09,2.12,10.83,72.3,32.52,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-15,2022-01-16,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-15",25.08,51.0,2.6500000000000004,13.5375,72.3,53.56827586206897,True,72.3
16-01-2022 00:00,17-01-2022 00:00,26.56,1.27,2.14,10.71,77.17,34.17,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-16,2022-01-17,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-16",26.56,60.25555555555555,2.6750000000000003,13.3875,77.17,56.356206896551726,True,77.17
17-01-2022 00:00,18-01-2022 00:00,14.25,1.42,2.14,11.4,81.65,38.56,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-17,2022-01-18,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-17",14.25,68.42222222222222,2.6750000000000003,14.25,81.65,63.77379310344829,True,81.65
18-01-2022 00:00,19-01-2022 00:00,19.4,1.47,2.15,10.85,105.56,42.36,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-18,2022-01-19,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-18",19.4,71.14444444444445,2.6875,13.5625,104.02979865771812,70.1944827586207,True,104.02979865771812
19-01-2022 00:00,20-01-2022 00:00,19.15,1.69,2.15,10.97,117.93,46.68,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-19,2022-01-20,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-19",19.15,83.12222222222222,2.6875,13.7125,112.24879194630871,77.49379310344827,True,112.24879194630871
20-01-2022 00:00,21-01-2022 00:00,10.22,2.08,2.13,10.69,150.59,52.58,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-20,2022-01-21,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-20",10.22,101.0,2.6625,13.3625,133.94906040268455,87.46275862068966,True,133.94906040268455
21-01-2022 00:00,22-01-2022 00:00,8.18,1.29,2.17,10.63,79.42,37.19,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-21,2022-01-22,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-21",8.18,61.34444444444444,2.7125,13.2875,79.42,61.458965517241374,True,79.42
22-01-2022 00:00,23-01-2022 00:00,14.14,1.01,2.15,10.83,112.31,44.93,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-22,2022-01-23,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-22",14.14,51.0,2.6875,13.5375,108.5146979865772,74.53689655172414,True,108.5146979865772
23-01-2022 00:00,24-01-2022 00:00,20.02,1.04,2.16,10.73,262.61,80.09,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-23,2022-01-24,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-23",20.02,51.0,2.7,13.4125,212.61,166.16931034482758,True,212.61
24-01-2022 00:00,25-01-2022 00:00,15.78,1.22,2.15,10.52,223.57,89.61,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-24,2022-01-25,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-24",15.78,57.53333333333333,2.6875,13.15,182.4391275167785,198.6686206896552,True,198.6686206896552
25-01-2022 00:00,26-01-2022 00:00,19.8,1.08,2.16,10.79,154.83,67.99,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-25,2022-01-26,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-25",19.8,51.0,2.7,13.4875,136.76624161073826,124.86241379310344,True,136.76624161073826
26-01-2022 00:00,27-01-2022 00:00,21.83,1.03,2.16,10.73,115.37,53.43,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-26,2022-01-27,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-26",21.83,51.0,2.7,13.4125,110.54785234899327,88.89896551724138,True,110.54785234899327
27-01-2022 00:00,28-01-2022 00:00,20.76,0.95,2.14,10.71,103.33,55.21,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-27,2022-01-28,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-27",20.76,47.5,2.6750000000000003,13.3875,102.54812080536912,91.90655172413793,True,102.54812080536912
28-01-2022 00:00,29-01-2022 00:00,23.73,0.83,2.15,10.64,103.32,56.88,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-28,2022-01-29,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-28",23.73,41.5,2.6875,13.3,102.54147651006711,94.72827586206895,True,102.54147651006711
29-01-2022 00:00,30-01-2022 00:00,21.79,1.01,2.15,10.61,115.69,62.9,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-29,2022-01-30,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-29",21.79,51.0,2.6875,13.2625,110.76046979865772,107.48620689655172,True,110.76046979865772
30-01-2022 00:00,31-01-2022 00:00,18.85,1.69,2.17,10.65,161.74,78.83,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-30,2022-01-31,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-30",18.85,83.12222222222222,2.7125,13.3125,141.35744966442954,161.86793103448275,True,161.86793103448275
31-01-2022 00:00,01-02-2022 00:00,11.92,1.69,2.14,10.58,171.66,77.49,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-01-31,2022-02-01,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-01-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-01-31",11.92,83.12222222222222,2.6750000000000003,13.225,147.94859060402683,157.29344827586203,True,157.29344827586203
01-02-2022 00:00,02-02-2022 00:00,7.06,1.6,2.17,10.72,162.8,66.49,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-01,2022-02-02,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-01",7.06,78.22222222222223,2.7125,13.4,142.06174496644297,119.74172413793102,True,142.06174496644297
02-02-2022 00:00,03-02-2022 00:00,12.17,1.55,2.17,39.6,160.04,90.33,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-02,2022-02-03,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-02",12.17,75.5,2.7125,49.5,140.22791946308723,201.0,True,201.0
03-02-2022 00:00,04-02-2022 00:00,16.96,0.76,2.14,20.31,170.78,88.06,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-03,2022-02-04,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-03",16.96,38.0,2.6750000000000003,25.3875,147.36389261744966,193.3772413793104,True,193.3772413793104
04-02-2022 00:00,05-02-2022 00:00,20.22,1.51,2.18,45.0,313.15,149.47,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-04,2022-02-05,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-04",20.22,73.32222222222222,2.725,56.02564102564102,263.15,322.84906976744185,True,322.84906976744185
05-02-2022 00:00,06-02-2022 00:00,20.98,1.84,2.15,47.5,347.79,162.69,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-05,2022-02-06,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-05",20.98,91.28888888888888,2.6875,59.16666666666666,297.79,332.9946511627907,True,332.9946511627907
06-02-2022 00:00,07-02-2022 00:00,24.42,1.37,2.14,39.12,230.48,116.04,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-06,2022-02-07,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-06",24.42,65.7,2.6750000000000003,48.9,187.0303355704698,286.48137931034483,True,286.48137931034483
07-02-2022 00:00,08-02-2022 00:00,23.75,0.95,2.15,29.68,153.56,83.1,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-07,2022-02-08,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-07",23.75,47.5,2.6875,37.1,135.92241610738256,176.44482758620688,True,176.44482758620688
08-02-2022 00:00,09-02-2022 00:00,14.61,1.08,2.14,31.89,138.72,79.52,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-08,2022-02-09,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-08",14.61,51.0,2.6750000000000003,39.8625,126.06228187919464,164.22344827586204,True,164.22344827586204
09-02-2022 00:00,10-02-2022 00:00,19.6,0.79,2.16,23.24,118.42,67.38,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-09,2022-02-10,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-09",19.6,39.5,2.7,29.05,112.5743624161074,122.78,True,122.78
10-02-2022 00:00,11-02-2022 00:00,31.57,0.63,2.17,23.07,104.58,60.23,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-10,2022-02-11,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-10",31.57,31.5,2.7125,28.8375,103.3786577181208,101.0,True,103.3786577181208
11-02-2022 00:00,12-02-2022 00:00,38.87,0.33,2.14,24.2,98.29,52.21,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-11,2022-02-12,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-11",38.87,16.5,2.6750000000000003,30.25,98.29,86.83758620689656,True,98.29
12-02-2022 00:00,13-02-2022 00:00,31.28,0.26,2.17,24.89,96.13,51.78,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-12,2022-02-13,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-12",31.28,13.0,2.7125,31.1125,96.13,86.11103448275863,True,96.13
13-02-2022 00:00,14-02-2022 00:00,31.04,0.52,2.16,33.63,115.16,64.34,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-13,2022-02-14,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-13",31.04,26.0,2.7,42.0375,110.408322147651,112.40206896551726,True,112.40206896551726
14-02-2022 00:00,15-02-2022 00:00,35.89,0.25,2.16,24.67,116.87,65.21,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-14,2022-02-15,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-14",35.89,12.5,2.7,30.8375,111.54449664429532,115.37206896551722,True,115.37206896551722
15-02-2022 00:00,16-02-2022 00:00,27.14,0.48,2.15,31.3,119.86,65.75,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-15,2022-02-16,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-15",27.14,24.0,2.6875,39.125,113.53114093959732,117.2155172413793,True,117.2155172413793
16-02-2022 00:00,17-02-2022 00:00,28.37,0.4,2.16,30.88,128.71,71.65,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-16,2022-02-17,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-16",28.37,20.0,2.7,38.6,119.4113422818792,137.35689655172416,True,137.35689655172416
17-02-2022 00:00,18-02-2022 00:00,26.1,0.29,2.15,30.54,114.87,61.46,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-17,2022-02-18,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-17",26.1,14.499999999999998,2.6875,38.175,110.21563758389262,102.5703448275862,True,110.21563758389262
18-02-2022 00:00,19-02-2022 00:00,32.37,0.09,2.15,23.33,98.0,52.25,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-18,2022-02-19,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-18",32.37,4.5,2.6875,29.1625,98.0,86.90517241379311,True,98.0
19-02-2022 00:00,20-02-2022 00:00,32.85,0.08,2.15,19.93,87.7,48.81,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-19,2022-02-20,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-19",32.85,4.0,2.6875,24.9125,87.7,81.09275862068966,True,87.7
20-02-2022 00:00,21-02-2022 00:00,25.92,0.24,2.17,26.72,108.14,59.73,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-20,2022-02-21,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-20",25.92,12.0,2.7125,33.4,105.7440268456376,99.54379310344828,True,105.7440268456376
21-02-2022 00:00,22-02-2022 00:00,21.01,0.32,2.14,34.04,131.27,72.62,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-21,2022-02-22,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-21",21.01,16.0,2.6750000000000003,42.55,121.11228187919464,140.66827586206898,True,140.66827586206898
22-02-2022 00:00,23-02-2022 00:00,17.8,0.67,2.14,31.35,119.17,70.01,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-22,2022-02-23,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-22",17.8,33.5,2.6750000000000003,39.1875,113.0726845637584,131.75827586206898,True,131.75827586206898
23-02-2022 00:00,24-02-2022 00:00,13.52,1.12,2.15,25.53,117.96,67.01,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-23,2022-02-24,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-23",13.52,52.08888888888889,2.6875,31.9125,112.26872483221476,121.51689655172416,True,121.51689655172416
24-02-2022 00:00,25-02-2022 00:00,15.66,1.26,2.17,35.66,216.35,110.14,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-24,2022-02-25,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-24",15.66,59.71111111111111,2.7125,44.575,177.6419463087248,266.34000000000003,True,266.34000000000003
25-02-2022 00:00,26-02-2022 00:00,22.85,1.46,2.16,43.71,239.53,119.83,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-25,2022-02-26,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-25",22.85,70.6,2.7,54.4048717948718,193.04342281879195,299.4196551724138,True,299.4196551724138
26-02-2022 00:00,27-02-2022 00:00,17.86,1.38,2.13,40.64,244.96,124.26,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-26,2022-02-27,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-26",17.86,66.24444444444444,2.6625,51.0,196.65127516778523,303.5018604651163,True,303.5018604651163
27-02-2022 00:00,28-02-2022 00:00,25.23,0.82,2.15,29.93,168.34,90.38,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-27,2022-02-28,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-27",25.23,41.0,2.6875,37.4125,145.7426845637584,201.0,True,201.0
28-02-2022 00:00,01-03-2022 00:00,29.45,0.82,2.16,25.97,137.16,75.1,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-02-28,2022-03-01,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-02-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-02-28",29.45,41.0,2.7,32.4625,125.02577181208054,149.13448275862066,True,149.13448275862066
01-03-2022 00:00,02-03-2022 00:00,27.03,0.81,2.16,30.2,135.72,74.54,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-03-01,2022-03-02,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-03-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-03-01",27.03,40.5,2.7,37.75,124.0689932885906,147.22275862068966,True,147.22275862068966
02-03-2022 00:00,03-03-2022 00:00,32.14,0.75,2.15,29.53,136.98,72.5,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",Gujarat.xlsx,Gujarat,2022-03-02,2022-03-03,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",2022-03-01,6,True,False,"Gujarat|Ahmedabad|SVPI Airport Hansol, Ahmedabad - IITM|2022-03-02",32.14,37.5,2.6875,36.9125,124.9061744966443,140.25862068965515,True,140.25862068965515
